genre,listens_track,track_id,day
Hip-Hop,2826,695,8
Rock,1119,696,1
Rock,141,697,1
Rock,409,698,1
Rock,170,699,1
Rock,53,700,1
Rock,644,701,1
Rock,950,702,1
Rock,750,703,1
International,2105,704,1
International,2545,705,1
International,1948,706,1
International,1922,707,1
International,5007,708,1
International,3812,709,1
Rock,157,711,9
Rock,112,712,9
Rock,84,713,9
Folk,646,714,9
Folk,928,715,18
Folk,1252,716,18
Folk,603,717,9
Folk,3061,718,18
Rock,245,719,1
Rock,326,720,1
Rock,112,721,1
Rock,132,722,1
Rock,207,723,1
Experimental,114,725,9
Experimental,187,726,9
Experimental,80,727,9
Experimental,111,728,9
Experimental,97,729,9
Experimental,109,730,9
Experimental,53,731,9
Soul-RnB,6190,734,1
Soul-RnB,2727,735,26
Soul-RnB,1248,736,30
Soul-RnB,1316,737,1
Soul-RnB,1412,738,30
Soul-RnB,1694,739,1
Soul-RnB,2139,740,1
Soul-RnB,1050,741,26
Soul-RnB,1811,742,1
Soul-RnB,852,743,1
Soul-RnB,1065,744,26
Soul-RnB,712,745,30
Soul-RnB,737,747,1
Soul-RnB,880,748,26
Soul-RnB,682,749,30
Soul-RnB,967,750,26
Soul-RnB,2014,751,1
Soul-RnB,1128,752,30
Soul-RnB,712,753,1
Soul-RnB,682,754,1
Soul-RnB,1542,755,1
Soul-RnB,1972,756,26
Soul-RnB,540,757,30
Soul-RnB,759,758,26
Soul-RnB,1209,759,1
Soul-RnB,915,760,1
Soul-RnB,897,761,26
Soul-RnB,1118,762,9
Soul-RnB,5851,763,1
Soul-RnB,1123,764,1
Soul-RnB,1824,765,9
Soul-RnB,947,766,1
Soul-RnB,1586,767,9
Soul-RnB,800,768,1
Soul-RnB,1307,769,9
Soul-RnB,733,770,1
Soul-RnB,2058,771,9
Soul-RnB,1246,772,1
Soul-RnB,2914,773,9
Soul-RnB,833,774,1
Soul-RnB,722,775,1
Soul-RnB,1190,776,1
Rock,3247,777,1
Rock,85,778,1
Rock,97,779,1
Rock,74,780,1
Rock,920,781,1
Rock,349,782,1
Rock,113,783,1
Rock,391,784,1
Rock,497,785,1
Rock,73,786,1
Rock,501,787,1
Rock,286,788,1
Rock,602,789,1
Rock,114,790,1
Rock,46,791,1
Rock,66,792,1
Rock,145,793,1
Rock,486,794,1
Rock,342,795,1
Rock,258,796,1
Rock,106,797,1
Rock,300,798,1
Experimental,650,799,9
Experimental,448,800,9
Experimental,324,801,9
Rock,273,803,1
Rock,218,804,1
Rock,394,805,1
Rock,609,806,1
Rock,177,807,0
Folk,1284,814,9
Experimental,332,815,11
Experimental,297,816,11
Experimental,296,817,11
Experimental,269,818,11
Experimental,365,819,11
Experimental,469,820,11
Pop,438,821,18
Pop,660,822,18
Pop,320,823,18
Rock,432,824,1
Rock,2262,825,1
Rock,442,826,1
Rock,197,827,1
Rock,109,828,1
Rock,455,829,1
Rock,798,830,1
Jazz,3028,831,1
Jazz,3098,832,1
Jazz,3610,833,1
Jazz,3199,834,1
Jazz,4769,835,1
Rock,165,836,12
Rock,175,837,12
Rock,311,838,12
Rock,99,839,12
Rock,250,840,12
Rock,109,841,12
Rock,120,842,12
Rock,95,843,12
Rock,103,844,12
Rock,76,845,12
Rock,125,846,12
Pop,385,847,1
Rock,310,850,1
Rock,124,851,1
Rock,153,852,1
International,2374,853,20
Experimental,538,854,1
Rock,611,855,0
Rock,238,856,0
Rock,658,857,0
Rock,408,858,0
Rock,313,859,0
Rock,280,860,0
Rock,837,861,0
Rock,173,862,0
Rock,525,863,0
Experimental,386,864,14
Experimental,244,866,14
Experimental,309,868,14
Experimental,246,869,14
Experimental,201,870,14
others,729,871,7
others,439,872,7
others,460,873,7
Electronic,221,874,8
Electronic,117,875,8
Electronic,105,876,8
Electronic,104,877,8
Electronic,571,878,8
Electronic,114,879,8
Electronic,99,880,12
Electronic,2475,881,12
Electronic,171,882,8
Electronic,75,883,8
Electronic,78,885,8
Electronic,49,886,8
Electronic,215,887,8
Electronic,136,888,8
Electronic,244,889,8
Folk,1966,890,6
Folk,588,891,6
Folk,907,892,1
Folk,487,893,6
Folk,595,894,1
Folk,453,895,1
Rock,1608,896,12
Experimental,1708,897,12
Experimental,720,898,12
Experimental,949,899,12
others,452,900,6
others,640,901,6
others,349,902,6
others,596,903,6
Spoken,994,904,8
Spoken,238,905,8
Spoken,154,906,8
Spoken,150,907,8
Spoken,97,908,8
Spoken,130,909,8
Spoken,83,910,8
Spoken,98,911,8
Spoken,73,912,8
Spoken,141,913,8
Spoken,162,914,8
Spoken,59,915,8
Spoken,146,916,8
Spoken,45,917,8
Spoken,62,918,8
Spoken,45,919,8
Spoken,52,920,8
Spoken,36,921,8
Spoken,24,922,8
Spoken,29,923,8
Spoken,277,924,8
Spoken,64,925,8
Spoken,69,926,8
Spoken,51,927,8
Spoken,42,928,8
Spoken,28,929,8
Spoken,146,930,8
Spoken,259,931,8
Spoken,41,932,8
Spoken,295,933,8
Spoken,28,934,8
Spoken,37,935,8
Spoken,39,936,8
Spoken,37,937,8
Spoken,26,938,8
Spoken,101,939,8
Spoken,196,940,8
Spoken,420,941,8
Spoken,233,942,8
Spoken,296,943,8
Spoken,53,944,8
Spoken,72,945,8
Spoken,46,946,8
Spoken,84,947,8
Spoken,32,948,8
Spoken,44,949,8
Spoken,43,950,8
Spoken,57,951,8
Spoken,235,952,8
Spoken,44,953,8
Spoken,41,954,8
Spoken,83,955,8
Spoken,51,956,8
Spoken,40,957,8
Spoken,121,958,8
Spoken,132,959,8
Spoken,53,960,8
Spoken,41,961,8
Spoken,42,962,8
Spoken,26,963,8
Spoken,68,964,8
Spoken,249,965,8
Spoken,50,966,8
Spoken,34,967,8
Spoken,27,968,8
Spoken,29,969,8
Spoken,66,970,8
Spoken,111,971,8
Spoken,105,972,8
Spoken,77,973,8
Spoken,109,974,8
Spoken,205,975,8
Spoken,217,976,8
Spoken,211,977,8
Experimental,116,978,12
Experimental,65,979,12
Experimental,51,980,12
Experimental,56,981,12
Experimental,51,982,12
Experimental,51,983,12
Experimental,43,984,12
Experimental,47,985,12
Experimental,46,986,12
Experimental,60,987,12
Experimental,52,988,12
Experimental,48,989,12
Experimental,67,990,12
Rock,256,991,0
Rock,917,992,0
Rock,3402,993,0
Experimental,2753,995,1
Experimental,193,996,1
Experimental,1310,997,1
Experimental,844,998,1
Experimental,511,999,1
Experimental,504,1000,1
Experimental,235,1001,1
Experimental,211,1002,1
Experimental,79,1003,1
Experimental,71,1004,0
Experimental,80,1006,0
Rock,525,1007,1
Rock,319,1009,1
Rock,368,1013,12
Rock,770,1014,12
Rock,626,1015,12
Rock,1642,1016,12
Rock,445,1017,12
Rock,592,1018,12
Experimental,181,1019,1
Jazz,774,1020,7
Jazz,234,1021,7
Jazz,796,1022,9
Jazz,751,1023,9
Rock,376,1024,1
Rock,213,1025,13
Rock,283,1026,13
Rock,813,1027,13
Rock,978,1028,13
Rock,402,1029,13
Rock,164,1030,13
Rock,96,1031,13
Rock,69,1032,13
Rock,67,1033,13
Spoken,643,1034,13
Experimental,143,1035,13
Experimental,67,1036,0
Experimental,138,1037,13
Experimental,423,1038,13
Rock,3030,1039,1
Rock,2166,1040,1
Rock,1510,1041,30
Blues,3292,1042,13
Blues,2124,1043,13
Blues,1604,1044,13
Blues,1957,1045,13
Blues,951,1046,13
Blues,2026,1047,13
Blues,1368,1048,13
Rock,474,1049,31
Rock,279,1050,31
Pop,1295,1051,1
Rock,434,1052,1
Jazz,656,1058,23
Jazz,378,1059,23
Jazz,641,1060,23
Jazz,511,1061,0
Jazz,236,1062,0
Jazz,429,1063,0
Jazz,289,1064,0
Experimental,10700,1066,15
Experimental,17088,1067,15
Experimental,356,1068,15
Experimental,5661,1069,15
Experimental,6327,1070,15
Experimental,315,1071,15
Experimental,302,1072,15
Experimental,3982,1073,15
Experimental,193,1074,15
Experimental,4628,1075,15
others,14981,1076,1
Rock,145,1077,13
Rock,175,1078,14
Rock,132,1079,13
Rock,420,1080,13
Rock,153,1081,14
International,3761,1082,20
Experimental,1278,1083,14
Electronic,12854,1084,20
Electronic,450,1085,20
Electronic,851,1086,20
Rock,11275,1087,6
Electronic,405,1088,20
Electronic,660,1089,20
Electronic,147,1090,20
Electronic,261,1091,20
Experimental,217,1092,16
Experimental,454,1093,16
Experimental,204,1094,16
Experimental,255,1095,16
Experimental,193,1096,16
Experimental,204,1097,16
Experimental,302,1098,16
Experimental,227,1099,16
Experimental,174,1100,16
Experimental,232,1101,16
Rock,2998,1102,1
Rock,554,1105,0
Rock,390,1106,0
Rock,324,1107,0
Rock,381,1108,0
Experimental,910,1110,1
Experimental,847,1111,1
Experimental,485,1113,1
Rock,215,1116,16
Rock,464,1117,1
Rock,694,1118,1
Rock,147,1119,16
Electronic,211,1120,14
Electronic,1432,1121,14
Electronic,157,1122,14
Rock,513,1123,14
Rock,311,1124,14
Rock,713,1125,14
Rock,409,1126,14
Rock,234,1127,14
Rock,82,1128,14
Rock,138,1129,14
Rock,473,1130,14
Rock,425,1131,14
Rock,319,1133,14
Rock,53,1135,14
Rock,39,1136,14
Rock,1120,1138,14
Rock,41,1140,14
Rock,45,1141,14
Rock,111,1142,14
Rock,77,1143,14
Rock,115,1144,14
Rock,31,1145,14
Rock,65,1146,14
Rock,923,1147,7
Rock,954,1148,7
Rock,696,1149,7
Rock,1451,1150,7
Jazz,4772,1151,14
Jazz,5692,1152,14
Jazz,2970,1153,14
Jazz,3310,1154,14
Jazz,4141,1155,14
Rock,675,1156,26
Rock,387,1157,30
Rock,105,1158,30
Rock,243,1159,26
Rock,151,1160,30
Rock,718,1161,26
Rock,397,1162,26
Rock,131,1163,30
Rock,166,1164,26
Rock,282,1165,30
Rock,89,1166,30
Rock,217,1167,26
Rock,188,1168,30
Rock,170,1169,26
Rock,249,1170,26
Rock,173,1171,30
Rock,190,1172,26
Rock,79,1173,30
Rock,120,1174,26
Rock,95,1175,30
Rock,418,1176,30
Rock,228,1177,26
Rock,283,1178,30
Rock,423,1179,26
Rock,282,1180,30
Rock,152,1181,26
Rock,164,1182,26
Rock,2079,1183,30
Rock,88,1184,30
Rock,217,1185,1
Rock,256,1186,1
Rock,224,1187,1
Rock,124,1188,1
Rock,85,1189,1
Rock,80,1190,1
Rock,127,1191,1
Rock,61,1192,1
Folk,1522,1193,14
Folk,1437,1194,14
Folk,1038,1195,14
Folk,777,1196,14
Folk,868,1197,14
Folk,339,1198,14
Folk,620,1199,14
Rock,1134,1201,26
Rock,679,1202,26
Rock,524,1203,26
Rock,892,1204,26
Experimental,121,1205,14
Experimental,83,1206,14
Experimental,69,1207,14
Experimental,59,1208,14
Experimental,71,1209,14
Experimental,51,1210,14
Experimental,41,1211,14
Experimental,63,1212,14
others,162,1213,1
Electronic,314,1214,14
others,483,1215,14
others,34,1216,14
others,76,1217,1
Electronic,136,1218,14
others,414,1219,14
others,198,1220,14
Electronic,154,1221,14
others,157,1222,14
others,312,1223,14
Electronic,211,1224,14
others,512,1225,14
others,124,1226,14
others,98,1227,14
others,300,1228,14
others,96,1229,14
others,320,1230,14
others,469,1231,14
others,1104,1232,14
others,444,1233,14
others,479,1234,14
others,1948,1235,14
others,416,1236,14
others,457,1237,14
others,189,1238,14
Rock,181,1240,1
Experimental,242,1241,1
Experimental,46,1242,14
Experimental,115,1243,1
Experimental,39,1244,0
Experimental,120,1245,1
Experimental,275,1246,1
Experimental,34,1247,14
Experimental,45,1248,0
Experimental,978,1249,1
Experimental,80,1250,0
Experimental,152,1251,1
Experimental,23,1252,14
Experimental,44,1253,1
Experimental,23,1254,14
Experimental,102,1255,1
Experimental,27,1256,0
Experimental,50,1257,0
Experimental,59,1258,1
Experimental,2740,1259,1
Experimental,23,1260,14
Experimental,54,1261,1
Experimental,66,1262,1
Experimental,21,1263,14
Experimental,297,1264,1
Experimental,95,1265,14
Experimental,76,1266,1
Experimental,71,1267,1
Experimental,31,1268,14
Experimental,32,1269,14
Rock,3300,1270,15
Rock,519,1271,15
Rock,243,1272,15
Rock,220,1273,15
Rock,232,1274,15
Rock,739,1275,15
Experimental,2038,1276,1
Experimental,1892,1277,15
Experimental,2556,1278,15
Rock,379,1279,15
Rock,414,1280,1
Rock,166,1281,1
Rock,159,1282,15
Rock,136,1283,15
Rock,214,1284,1
Rock,195,1285,1
Rock,88,1286,15
Rock,74,1287,1
Rock,55,1288,15
Rock,480,1289,1
Rock,341,1290,15
Rock,51,1291,15
Rock,488,1292,1
Rock,178,1293,1
Rock,75,1294,15
Rock,74,1295,15
Rock,62,1296,1
Rock,107,1297,15
Rock,340,1298,15
Rock,130,1299,15
Rock,111,1300,15
Rock,245,1301,15
Electronic,41,1302,1
Folk,120,1303,6
Electronic,191,1304,1
Electronic,64,1305,1
Electronic,34,1306,1
Electronic,55,1307,1
Folk,86,1308,6
Electronic,66,1309,1
Electronic,25,1310,1
Folk,570,1311,6
Electronic,46,1312,1
Folk,77,1313,6
Electronic,36,1314,1
Electronic,40,1315,1
Electronic,116,1316,1
Folk,124,1317,6
Electronic,172,1318,1
Electronic,26,1319,1
Electronic,271,1320,1
Electronic,35,1321,1
Folk,121,1322,6
Electronic,72,1323,1
Electronic,77,1324,1
Electronic,55,1325,1
Folk,73,1326,6
Electronic,37,1327,1
Electronic,48,1328,1
Folk,189,1329,6
Electronic,116,1330,1
Electronic,23,1331,1
Electronic,49,1332,1
Electronic,35,1333,1
Electronic,91,1334,1
Electronic,33,1335,1
Electronic,44,1336,1
Electronic,62,1337,1
Electronic,66,1338,1
Electronic,431,1339,1
Electronic,81,1340,1
Folk,141,1341,6
Folk,113,1342,6
Experimental,216,1343,15
Experimental,115,1344,15
Experimental,111,1345,15
Experimental,128,1346,15
Experimental,58,1347,21
Experimental,37,1348,21
others,8795,1349,0
others,416,1352,0
others,419,1353,0
Rock,1862,1354,1
Experimental,598,1355,0
Rock,597,1356,1
Rock,256,1357,1
Rock,659,1358,15
Rock,128,1359,1
Rock,437,1360,15
Rock,403,1361,1
Rock,436,1362,1
Rock,393,1363,15
Rock,124,1364,1
Rock,89,1365,1
Rock,1984,1366,15
Rock,91,1367,1
Rock,233,1368,15
Rock,94,1369,1
Rock,65,1370,1
Rock,64,1371,1
Rock,73,1372,1
Rock,113,1373,1
Rock,69,1374,1
Rock,93,1375,1
Rock,93,1376,1
Rock,106,1377,1
Rock,812,1378,15
Rock,532,1380,1
Rock,858,1381,6
Rock,586,1382,0
Rock,518,1383,0
others,12140,1384,20
Rock,143,1412,0
Rock,632,1413,0
Rock,46,1414,0
Rock,62,1415,0
Rock,387,1416,0
Rock,6911,1417,6
Rock,516,1418,6
Rock,657,1419,6
Rock,274,1420,6
Rock,249,1421,6
Rock,268,1422,2
Rock,394,1423,2
Rock,428,1424,2
Rock,158,1425,2
Rock,207,1426,2
Rock,2548,1427,27
Electronic,236,1428,1
others,223,1429,1
Electronic,166,1430,1
Electronic,202,1431,1
Electronic,41,1432,16
Electronic,78,1433,1
Electronic,84,1434,16
Electronic,96,1435,16
Electronic,60,1436,1
Electronic,56,1437,1
Electronic,69,1438,16
Electronic,44,1439,16
Electronic,71,1441,16
Electronic,34,1442,16
Experimental,1336,1443,16
Experimental,1159,1444,16
Rock,1679,1450,31
Rock,842,1451,31
Rock,505,1474,1
Rock,420,1475,1
Electronic,174,1476,1
Electronic,96,1477,1
Electronic,163,1478,1
Electronic,218,1479,16
Electronic,640,1480,1
Electronic,600,1481,1
Electronic,77299,1482,16
Electronic,416,1483,1
Electronic,254,1484,16
Electronic,372,1485,1
Electronic,386,1486,16
Electronic,266,1487,1
Electronic,255,1488,16
Electronic,197,1489,16
Rock,58,1490,16
Rock,55,1491,16
Rock,45,1492,16
Experimental,109,1494,16
Experimental,147,1495,16
Experimental,88,1496,16
Experimental,69,1497,16
Experimental,369,1498,16
Experimental,56,1499,16
Experimental,109,1500,16
Experimental,39,1501,16
Experimental,188,1502,16
Experimental,176,1503,16
Experimental,160,1504,16
Experimental,93,1505,1
Experimental,71,1506,1
Experimental,466,1507,1
Experimental,54,1508,1
Experimental,40,1509,1
Experimental,1768,1510,1
Experimental,28,1511,1
Experimental,40,1512,1
Experimental,24,1513,1
Experimental,45,1514,1
Rock,159,1515,0
Rock,82,1516,0
Experimental,269,1517,1
Rock,196,1518,1
Rock,64,1519,1
Rock,56,1520,1
Rock,141,1521,1
Rock,190,1522,1
Rock,54,1523,1
Rock,64,1524,1
Rock,43,1525,1
Rock,483,1526,16
Rock,237,1527,16
Rock,470,1528,16
Rock,199,1529,16
Rock,208,1530,16
Rock,320,1531,16
Rock,217,1532,16
Rock,229,1533,16
Rock,486,1534,16
Rock,213,1535,16
Rock,488,1536,16
Experimental,664,1537,7
Experimental,374,1538,7
Experimental,88,1539,7
Folk,275,1540,22
Folk,702,1541,9
Folk,367,1542,22
Folk,777,1543,9
Folk,2537,1544,13
Folk,592,1545,13
Folk,180,1546,9
Electronic,1827,1547,22
Electronic,1664,1548,22
Electronic,278,1549,22
Electronic,962,1550,22
Electronic,1139,1551,22
Electronic,868,1552,22
Electronic,1152,1553,22
Electronic,1073,1554,22
Electronic,632,1555,22
Electronic,803,1556,22
Experimental,74,1557,22
Experimental,60,1558,22
Experimental,754,1559,22
Experimental,27,1560,22
Experimental,44,1561,22
Experimental,83,1562,22
Experimental,62,1563,22
Experimental,46,1564,22
Experimental,140,1565,1
Experimental,160,1566,1
Experimental,103,1567,1
Experimental,96,1568,1
Experimental,130,1569,1
Experimental,85,1570,1
Experimental,73,1572,1
Experimental,71,1573,1
others,477,1574,1
others,671,1575,1
Experimental,158,1576,22
Experimental,95,1577,22
Experimental,71,1578,22
Experimental,65,1579,22
Experimental,69,1580,22
Experimental,63,1581,22
Experimental,65,1582,22
Experimental,63,1583,22
Experimental,45,1584,22
Experimental,58,1585,22
Experimental,58,1586,22
Experimental,63,1587,22
Experimental,67,1588,22
Experimental,99,1589,22
Rock,189,1590,22
Rock,32,1591,0
Rock,215,1592,1
Rock,263,1593,1
Rock,27,1594,0
Rock,88,1595,22
Rock,133,1596,1
Rock,121,1597,22
Rock,196,1598,0
Rock,127,1599,22
Rock,12,1600,0
Rock,68,1601,1
