year,genre,month,track_id
2009,Experimental,1,426
2009,Experimental,1,427
2009,Experimental,1,428
2009,Experimental,1,429
2009,Experimental,1,430
2009,Experimental,1,431
2009,Experimental,1,432
2009,Experimental,1,433
2009,Experimental,1,434
2009,Experimental,1,435
2009,Experimental,1,436
2009,Experimental,1,437
2009,Experimental,1,438
2009,Experimental,1,439
2007,Null,6,440
2007,Null,6,441
2007,Null,6,442
2007,Null,6,443
2007,Null,6,444
2007,Null,6,445
2007,Null,6,446
2007,Null,6,447
2007,Null,6,448
2007,Null,6,449
2007,Null,6,450
2007,Null,6,451
2007,Null,6,452
2009,Rock,1,458
2009,Rock,1,459
0,Null,0,461
0,Null,0,462
0,Null,0,463
0,Null,0,464
0,Null,0,465
2009,Rock,1,466
2009,Rock,1,467
2002,Rock,1,468
2009,Rock,1,469
2009,Rock,1,470
2009,Rock,1,471
0,Rock,0,472
2009,Rock,1,473
2002,Rock,1,474
2009,Rock,1,475
0,Rock,0,476
2002,Rock,1,477
2009,Rock,1,478
2009,Rock,1,479
2002,Rock,1,480
2009,Rock,1,481
0,Rock,0,482
2009,Rock,1,483
2009,Rock,1,484
2002,Rock,1,485
2009,Rock,1,486
2009,Rock,1,487
0,Rock,0,489
2009,Rock,1,490
2009,Rock,1,491
2009,Rock,1,492
2009,Rock,1,493
2002,Rock,1,495
0,Rock,0,496
2009,Rock,1,497
2009,Rock,1,498
0,Rock,0,500
2009,Rock,1,501
2002,Rock,1,502
0,Rock,0,503
2009,Rock,1,504
2009,Rock,1,506
2009,Rock,1,507
2009,Rock,1,508
2009,Rock,1,509
0,Rock,0,510
2009,Rock,1,511
2009,Rock,1,512
2009,Rock,1,513
2009,Rock,1,514
2009,Rock,1,515
2009,Rock,1,516
2009,Rock,1,517
2009,Rock,1,520
2009,Rock,1,521
2009,Rock,1,522
2009,Rock,1,523
2009,Rock,1,524
2009,Rock,1,525
2009,Rock,1,526
2009,Rock,1,527
2009,Rock,1,528
2009,Rock,1,529
2009,Rock,1,530
2009,Rock,1,531
2008,Electronic,9,532
2008,Electronic,9,533
2009,Folk,1,534
2009,Folk,1,535
2009,Folk,1,536
2009,Folk,1,537
2009,Folk,1,538
2009,Folk,1,539
2009,Folk,1,540
2009,Folk,1,541
2009,Folk,1,542
2009,Folk,1,543
2009,Folk,1,544
2009,Folk,1,545
2009,Folk,1,546
2009,Folk,1,547
2009,Folk,1,548
2009,Folk,1,549
2009,Electronic,1,550
0,Null,0,554
0,Null,0,555
0,Null,0,556
0,Null,0,557
0,Null,0,558
0,Null,0,559
0,Null,0,560
0,Null,0,561
2007,Rock,1,562
2007,Rock,1,563
2007,Rock,1,564
2007,Rock,1,565
2007,Rock,1,566
2007,Rock,1,567
2007,Rock,1,568
2007,Rock,1,569
2007,Rock,1,570
2007,Rock,1,571
2007,Rock,1,572
2009,Rock,1,573
2009,Rock,1,574
2009,Rock,1,575
2009,Rock,1,576
2009,Rock,1,577
2009,Rock,1,578
2008,Rock,1,579
2008,Rock,1,580
2009,Hip-Hop,1,583
2009,Hip-Hop,1,584
2009,Hip-Hop,1,585
2009,Hip-Hop,1,586
2009,Experimental,1,587
2009,Experimental,1,588
2009,Experimental,1,589
2009,Jazz,1,590
2009,Jazz,1,591
2009,Jazz,1,592
2009,Jazz,1,593
2005,Folk,3,601
2007,Folk,12,602
2007,Folk,12,603
2008,Folk,1,604
2009,Rock,1,605
2005,Rock,1,606
2005,Rock,1,607
2009,Rock,1,608
2009,Rock,1,609
2006,Folk,3,610
2003,Folk,8,611
2008,Folk,10,612
2006,Null,5,613
0,Folk,0,614
2009,Experimental,1,615
2009,Experimental,1,616
0,Folk,0,617
0,Folk,0,618
0,Folk,0,619
0,Folk,0,620
2009,Folk,1,621
0,Folk,0,622
0,Folk,0,623
0,Folk,0,624
2009,Folk,1,625
0,Folk,0,626
0,Folk,0,627
0,Folk,0,628
0,Folk,0,629
0,Folk,0,630
0,Folk,0,631
2009,Rock,1,633
2009,Rock,1,634
2009,Rock,1,635
1999,Experimental,1,637
1999,Experimental,1,638
2009,Experimental,1,639
2007,Spoken,1,640
2005,Electronic,1,641
2001,Electronic,5,642
2005,Electronic,1,643
2001,Electronic,5,644
2005,Electronic,1,645
2005,Electronic,1,646
2005,Electronic,1,647
2005,Electronic,1,648
2005,Electronic,1,649
2005,Electronic,1,650
2005,Electronic,1,651
2005,Electronic,1,652
2005,Electronic,1,653
2005,Electronic,1,654
2005,Electronic,1,655
2005,Electronic,1,656
2005,Electronic,1,657
2009,Electronic,1,658
2002,Electronic,10,659
2002,Electronic,10,660
2002,Electronic,10,661
2002,Electronic,10,662
2002,Electronic,10,663
2002,Electronic,10,664
2009,Electronic,1,665
2009,International,1,666
2009,International,1,667
2007,Hip-Hop,1,668
2007,Hip-Hop,1,669
2007,Hip-Hop,1,670
2007,Hip-Hop,1,671
2007,Hip-Hop,1,672
2007,Hip-Hop,1,673
2007,Hip-Hop,1,674
2007,Hip-Hop,1,675
2007,Hip-Hop,1,676
2007,Hip-Hop,1,677
2007,Hip-Hop,1,678
2007,Hip-Hop,1,679
2007,Hip-Hop,1,680
2007,Hip-Hop,1,681
2007,Hip-Hop,1,682
2007,Hip-Hop,1,683
2007,Hip-Hop,1,684
2007,Hip-Hop,1,685
2007,Hip-Hop,1,686
2007,Hip-Hop,1,687
2007,Hip-Hop,1,688
2007,Hip-Hop,1,689
2009,Rock,1,690
2002,Rock,1,691
2004,Rock,1,692
2009,Rock,1,693
2007,Hip-Hop,11,694
2009,Hip-Hop,1,695
2006,Rock,1,696
2006,Rock,1,697
2006,Rock,1,698
2006,Rock,1,699
2006,Rock,1,700
2006,Rock,1,701
2006,Rock,1,702
2006,Rock,1,703
2007,International,1,704
2007,International,1,705
2007,International,1,706
2007,International,1,707
2007,International,1,708
2007,International,1,709
2009,Rock,1,711
2009,Rock,1,712
2009,Rock,1,713
2009,Folk,1,714
2008,Folk,3,715
2008,Folk,3,716
2009,Folk,1,717
2008,Folk,3,718
2007,Rock,1,719
2007,Rock,1,720
2007,Rock,1,721
2007,Rock,1,722
2007,Rock,1,723
2009,Experimental,1,725
2009,Experimental,1,726
2009,Experimental,1,727
2009,Experimental,1,728
2009,Experimental,1,729
2009,Experimental,1,730
2009,Experimental,1,731
2003,Soul-RnB,2,734
2005,Soul-RnB,7,735
2003,Soul-RnB,6,736
2004,Soul-RnB,5,737
2003,Soul-RnB,6,738
2003,Soul-RnB,2,739
2004,Soul-RnB,5,740
2005,Soul-RnB,7,741
2004,Soul-RnB,5,742
2003,Soul-RnB,2,743
2005,Soul-RnB,7,744
2003,Soul-RnB,6,745
2004,Soul-RnB,5,747
2005,Soul-RnB,7,748
2003,Soul-RnB,6,749
2005,Soul-RnB,7,750
2003,Soul-RnB,2,751
2003,Soul-RnB,6,752
2004,Soul-RnB,5,753
2004,Soul-RnB,5,754
2003,Soul-RnB,2,755
2005,Soul-RnB,7,756
2003,Soul-RnB,6,757
2005,Soul-RnB,7,758
2003,Soul-RnB,2,759
2003,Soul-RnB,2,760
2005,Soul-RnB,7,761
2009,Soul-RnB,1,762
2001,Soul-RnB,6,763
2001,Soul-RnB,6,764
2009,Soul-RnB,1,765
2001,Soul-RnB,6,766
2009,Soul-RnB,1,767
2001,Soul-RnB,6,768
2009,Soul-RnB,1,769
2001,Soul-RnB,6,770
2009,Soul-RnB,1,771
2001,Soul-RnB,6,772
2009,Soul-RnB,1,773
2001,Soul-RnB,6,774
2001,Soul-RnB,6,775
2001,Soul-RnB,6,776
2000,Rock,1,777
2000,Rock,1,778
2000,Rock,1,779
2000,Rock,1,780
2000,Rock,1,781
2000,Rock,1,782
2000,Rock,1,783
2000,Rock,1,784
2000,Rock,1,785
2000,Rock,1,786
2000,Rock,1,787
2000,Rock,1,788
2000,Rock,1,789
2000,Rock,1,790
2000,Rock,1,791
2000,Rock,1,792
2000,Rock,1,793
2000,Rock,1,794
2000,Rock,1,795
2000,Rock,1,796
2000,Rock,1,797
2000,Rock,1,798
2009,Experimental,1,799
2009,Experimental,1,800
2009,Experimental,1,801
2004,Rock,1,803
2004,Rock,1,804
2007,Rock,1,805
2001,Rock,1,806
0,Rock,0,807
2000,Folk,1,814
2006,Experimental,4,815
2006,Experimental,4,816
2006,Experimental,4,817
2006,Experimental,4,818
2006,Experimental,4,819
2006,Experimental,4,820
2008,Pop,3,821
2008,Pop,3,822
2008,Pop,3,823
2008,Rock,1,824
2008,Rock,1,825
2008,Rock,1,826
2008,Rock,1,827
2008,Rock,1,828
2008,Rock,1,829
2008,Rock,1,830
2006,Jazz,1,831
2006,Jazz,1,832
2006,Jazz,1,833
2006,Jazz,1,834
2006,Jazz,1,835
2009,Rock,1,836
2009,Rock,1,837
2009,Rock,1,838
2009,Rock,1,839
2009,Rock,1,840
2009,Rock,1,841
2009,Rock,1,842
2009,Rock,1,843
2009,Rock,1,844
2009,Rock,1,845
2009,Rock,1,846
2008,Pop,1,847
2006,Rock,2,850
2006,Rock,2,851
2006,Rock,2,852
2007,International,11,853
2005,Experimental,1,854
0,Rock,0,855
0,Rock,0,856
0,Rock,0,857
0,Rock,0,858
0,Rock,0,859
0,Rock,0,860
0,Rock,0,861
0,Rock,0,862
0,Rock,0,863
2009,Experimental,1,864
2009,Experimental,1,866
2009,Experimental,1,868
2009,Experimental,1,869
2009,Experimental,1,870
2009,Null,1,871
2009,Null,1,872
2009,Null,1,873
2009,Electronic,1,874
2009,Electronic,1,875
2009,Electronic,1,876
2009,Electronic,1,877
2009,Electronic,1,878
2009,Electronic,1,879
2009,Electronic,1,880
2009,Electronic,1,881
2009,Electronic,1,882
2009,Electronic,1,883
2009,Electronic,1,885
2009,Electronic,1,886
2009,Electronic,1,887
2009,Electronic,1,888
2009,Electronic,1,889
2009,Folk,1,890
2009,Folk,1,891
2008,Folk,3,892
2009,Folk,1,893
2008,Folk,3,894
2008,Folk,3,895
2009,Rock,1,896
2009,Experimental,1,897
2009,Experimental,1,898
2009,Experimental,1,899
2009,Null,1,900
2009,Null,1,901
2009,Null,1,902
2009,Null,1,903
2009,Spoken,1,904
2009,Spoken,1,905
2009,Spoken,1,906
2009,Spoken,1,907
2009,Spoken,1,908
2009,Spoken,1,909
2009,Spoken,1,910
2009,Spoken,1,911
2009,Spoken,1,912
2009,Spoken,1,913
2009,Spoken,1,914
2009,Spoken,1,915
2009,Spoken,1,916
2009,Spoken,1,917
2009,Spoken,1,918
2009,Spoken,1,919
2009,Spoken,1,920
2009,Spoken,1,921
2009,Spoken,1,922
2009,Spoken,1,923
2009,Spoken,1,924
2009,Spoken,1,925
2009,Spoken,1,926
2009,Spoken,1,927
2009,Spoken,1,928
2009,Spoken,1,929
2009,Spoken,1,930
2009,Spoken,1,931
2009,Spoken,1,932
2009,Spoken,1,933
2009,Spoken,1,934
2009,Spoken,1,935
2009,Spoken,1,936
2009,Spoken,1,937
2009,Spoken,1,938
2009,Spoken,1,939
2009,Spoken,1,940
2009,Spoken,1,941
2009,Spoken,1,942
2009,Spoken,1,943
2009,Spoken,1,944
2009,Spoken,1,945
2009,Spoken,1,946
2009,Spoken,1,947
2009,Spoken,1,948
2009,Spoken,1,949
2009,Spoken,1,950
2009,Spoken,1,951
2009,Spoken,1,952
2009,Spoken,1,953
2009,Spoken,1,954
2009,Spoken,1,955
2009,Spoken,1,956
2009,Spoken,1,957
2009,Spoken,1,958
2009,Spoken,1,959
2009,Spoken,1,960
2009,Spoken,1,961
2009,Spoken,1,962
2009,Spoken,1,963
2009,Spoken,1,964
2009,Spoken,1,965
2009,Spoken,1,966
2009,Spoken,1,967
2009,Spoken,1,968
2009,Spoken,1,969
2009,Spoken,1,970
2009,Spoken,1,971
2009,Spoken,1,972
2009,Spoken,1,973
2009,Spoken,1,974
2009,Spoken,1,975
2009,Spoken,1,976
2009,Spoken,1,977
2009,Experimental,1,978
2009,Experimental,1,979
2009,Experimental,1,980
2009,Experimental,1,981
2009,Experimental,1,982
2009,Experimental,1,983
2009,Experimental,1,984
2009,Experimental,1,985
2009,Experimental,1,986
2009,Experimental,1,987
2009,Experimental,1,988
2009,Experimental,1,989
2009,Experimental,1,990
0,Rock,0,991
0,Rock,0,992
0,Rock,0,993
2007,Experimental,1,995
2006,Experimental,1,996
2007,Experimental,1,997
2007,Experimental,1,998
2007,Experimental,1,999
2007,Experimental,1,1000
2006,Experimental,1,1001
2007,Experimental,1,1002
2009,Experimental,1,1003
0,Experimental,0,1004
0,Experimental,0,1006
2006,Rock,1,1007
2006,Rock,1,1009
2009,Rock,1,1013
2009,Rock,1,1014
2009,Rock,1,1015
2009,Rock,1,1016
2009,Rock,1,1017
2009,Rock,1,1018
2005,Experimental,1,1019
2009,Jazz,1,1020
2009,Jazz,1,1021
2009,Jazz,1,1022
2009,Jazz,1,1023
2007,Rock,5,1024
2009,Rock,1,1025
2009,Rock,1,1026
2008,Rock,1,1027
2008,Rock,1,1028
2008,Rock,1,1029
2009,Rock,1,1030
2009,Rock,1,1031
2009,Rock,1,1032
2009,Rock,1,1033
2009,Spoken,1,1034
2009,Experimental,1,1035
0,Experimental,0,1036
2009,Experimental,1,1037
2009,Experimental,1,1038
2001,Rock,2,1039
2003,Rock,1,1040
2008,Rock,4,1041
2009,Blues,1,1042
2009,Blues,1,1043
2009,Blues,1,1044
2009,Blues,1,1045
2009,Blues,1,1046
2009,Blues,1,1047
2009,Blues,1,1048
2006,Rock,10,1049
2006,Rock,10,1050
2008,Pop,1,1051
2008,Rock,10,1052
2001,Jazz,10,1058
2001,Jazz,10,1059
2001,Jazz,10,1060
0,Jazz,0,1061
0,Jazz,0,1062
0,Jazz,0,1063
0,Jazz,0,1064
2005,Experimental,4,1066
2005,Experimental,4,1067
2005,Experimental,4,1068
2005,Experimental,4,1069
2005,Experimental,4,1070
2005,Experimental,4,1071
2005,Experimental,4,1072
2005,Experimental,4,1073
2005,Experimental,4,1074
2005,Experimental,4,1075
2008,Null,7,1076
2009,Rock,1,1077
2009,Rock,1,1078
2009,Rock,1,1079
2009,Rock,1,1080
2009,Rock,1,1081
2007,International,11,1082
2009,Experimental,1,1083
2003,Electronic,1,1084
2003,Electronic,1,1085
2003,Electronic,1,1086
2008,Rock,1,1087
2003,Electronic,1,1088
2003,Electronic,1,1089
2003,Electronic,1,1090
2003,Electronic,1,1091
2009,Experimental,1,1092
2009,Experimental,1,1093
2009,Experimental,1,1094
2009,Experimental,1,1095
2009,Experimental,1,1096
2009,Experimental,1,1097
2009,Experimental,1,1098
2009,Experimental,1,1099
2009,Experimental,1,1100
2009,Experimental,1,1101
2008,Rock,1,1102
0,Rock,0,1105
0,Rock,0,1106
0,Rock,0,1107
0,Rock,0,1108
1998,Experimental,1,1110
1998,Experimental,1,1111
1998,Experimental,1,1113
2009,Rock,1,1116
2004,Rock,1,1117
2004,Rock,1,1118
2009,Rock,1,1119
2009,Electronic,1,1120
2009,Electronic,1,1121
2009,Electronic,1,1122
2009,Rock,1,1123
2009,Rock,1,1124
2009,Rock,1,1125
2009,Rock,1,1126
2009,Rock,1,1127
2009,Rock,1,1128
2009,Rock,1,1129
2009,Rock,1,1130
2009,Rock,1,1131
2009,Rock,1,1133
2009,Rock,1,1135
2009,Rock,1,1136
2009,Rock,1,1138
2009,Rock,1,1140
2009,Rock,1,1141
2009,Rock,1,1142
2009,Rock,1,1143
2009,Rock,1,1144
2009,Rock,1,1145
2009,Rock,1,1146
2004,Rock,9,1147
2004,Rock,9,1148
2004,Rock,9,1149
2004,Rock,9,1150
2009,Jazz,1,1151
2009,Jazz,1,1152
2009,Jazz,1,1153
2009,Jazz,1,1154
2009,Jazz,1,1155
2008,Rock,11,1156
2006,Rock,11,1157
2006,Rock,11,1158
2008,Rock,11,1159
2006,Rock,11,1160
2008,Rock,11,1161
2008,Rock,11,1162
2006,Rock,11,1163
2008,Rock,11,1164
2006,Rock,11,1165
2006,Rock,11,1166
2008,Rock,11,1167
2006,Rock,11,1168
2008,Rock,11,1169
2008,Rock,11,1170
2006,Rock,11,1171
2008,Rock,11,1172
2006,Rock,11,1173
2008,Rock,11,1174
2006,Rock,11,1175
2006,Rock,11,1176
2008,Rock,11,1177
2006,Rock,11,1178
2008,Rock,11,1179
2006,Rock,11,1180
2008,Rock,11,1181
2008,Rock,11,1182
2006,Rock,11,1183
2006,Rock,11,1184
2004,Rock,10,1185
2004,Rock,10,1186
2004,Rock,10,1187
2004,Rock,10,1188
2004,Rock,10,1189
2004,Rock,10,1190
2004,Rock,10,1191
2004,Rock,10,1192
2009,Folk,1,1193
2009,Folk,1,1194
2009,Folk,1,1195
2009,Folk,1,1196
2009,Folk,1,1197
2009,Folk,1,1198
2009,Folk,1,1199
2008,Rock,11,1201
2008,Rock,11,1202
2008,Rock,11,1203
2008,Rock,11,1204
2009,Experimental,1,1205
2009,Experimental,1,1206
2009,Experimental,1,1207
2009,Experimental,1,1208
2009,Experimental,1,1209
2009,Experimental,1,1210
2009,Experimental,1,1211
2009,Experimental,1,1212
2007,Null,1,1213
2009,Electronic,1,1214
2009,Null,1,1215
2009,Null,1,1216
2007,Null,1,1217
2009,Electronic,1,1218
2009,Null,1,1219
2009,Null,1,1220
2009,Electronic,1,1221
2009,Null,1,1222
2009,Null,1,1223
2009,Electronic,1,1224
2009,Null,1,1225
2009,Null,1,1226
2009,Null,1,1227
2009,Null,1,1228
2009,Null,1,1229
2009,Null,1,1230
2009,Null,1,1231
2009,Null,1,1232
2009,Null,1,1233
2009,Null,1,1234
2009,Null,1,1235
2009,Null,1,1236
2009,Null,1,1237
2009,Null,1,1238
2008,Rock,1,1240
2005,Experimental,1,1241
2009,Experimental,1,1242
2004,Experimental,1,1243
0,Experimental,0,1244
2004,Experimental,1,1245
2005,Experimental,1,1246
2009,Experimental,1,1247
0,Experimental,0,1248
2004,Experimental,1,1249
0,Experimental,0,1250
2005,Experimental,1,1251
2009,Experimental,1,1252
2004,Experimental,1,1253
2009,Experimental,1,1254
2005,Experimental,1,1255
0,Experimental,0,1256
0,Experimental,0,1257
2004,Experimental,1,1258
2005,Experimental,1,1259
2009,Experimental,1,1260
2004,Experimental,1,1261
2005,Experimental,1,1262
2009,Experimental,1,1263
2004,Experimental,1,1264
2009,Experimental,1,1265
2005,Experimental,1,1266
2005,Experimental,1,1267
2009,Experimental,1,1268
2009,Experimental,1,1269
2009,Rock,1,1270
2009,Rock,1,1271
2009,Rock,1,1272
2009,Rock,1,1273
2009,Rock,1,1274
2009,Rock,1,1275
2008,Experimental,1,1276
2009,Experimental,1,1277
2009,Experimental,1,1278
2009,Rock,1,1279
2006,Rock,1,1280
2006,Rock,1,1281
2009,Rock,1,1282
2009,Rock,1,1283
2006,Rock,1,1284
2006,Rock,1,1285
2009,Rock,1,1286
2006,Rock,1,1287
2009,Rock,1,1288
2006,Rock,1,1289
2009,Rock,1,1290
2009,Rock,1,1291
2006,Rock,1,1292
2006,Rock,1,1293
2009,Rock,1,1294
2009,Rock,1,1295
2006,Rock,1,1296
2009,Rock,1,1297
2009,Rock,1,1298
2009,Rock,1,1299
2009,Rock,1,1300
2009,Rock,1,1301
2008,Electronic,1,1302
2009,Folk,1,1303
1995,Electronic,1,1304
2000,Electronic,1,1305
2008,Electronic,1,1306
1995,Electronic,1,1307
2009,Folk,1,1308
2000,Electronic,1,1309
2008,Electronic,1,1310
2009,Folk,1,1311
1995,Electronic,1,1312
2009,Folk,1,1313
2000,Electronic,1,1314
2000,Electronic,1,1315
2008,Electronic,1,1316
2009,Folk,1,1317
1995,Electronic,1,1318
2008,Electronic,1,1319
1995,Electronic,1,1320
2000,Electronic,1,1321
2009,Folk,1,1322
2008,Electronic,1,1323
2000,Electronic,1,1324
1995,Electronic,1,1325
2009,Folk,1,1326
2000,Electronic,1,1327
1995,Electronic,1,1328
2009,Folk,1,1329
1995,Electronic,1,1330
2000,Electronic,1,1331
1995,Electronic,1,1332
2000,Electronic,1,1333
1995,Electronic,1,1334
2000,Electronic,1,1335
1995,Electronic,1,1336
1995,Electronic,1,1337
1995,Electronic,1,1338
1995,Electronic,1,1339
1995,Electronic,1,1340
2009,Folk,1,1341
2009,Folk,1,1342
2005,Experimental,4,1343
2005,Experimental,4,1344
2005,Experimental,4,1345
2005,Experimental,4,1346
2008,Experimental,7,1347
2008,Experimental,7,1348
0,Null,0,1349
0,Null,0,1352
0,Null,0,1353
2007,Rock,1,1354
0,Experimental,0,1355
1999,Rock,1,1356
1999,Rock,1,1357
2009,Rock,1,1358
1999,Rock,1,1359
2009,Rock,1,1360
1999,Rock,1,1361
1999,Rock,1,1362
2009,Rock,1,1363
1999,Rock,1,1364
1999,Rock,1,1365
2009,Rock,1,1366
1999,Rock,1,1367
2009,Rock,1,1368
1999,Rock,1,1369
1999,Rock,1,1370
1999,Rock,1,1371
1999,Rock,1,1372
1999,Rock,1,1373
1999,Rock,1,1374
1999,Rock,1,1375
1999,Rock,1,1376
1999,Rock,1,1377
2009,Rock,1,1378
2008,Rock,1,1380
2008,Rock,6,1381
0,Rock,0,1382
0,Rock,0,1383
2007,Null,11,1384
0,Rock,0,1412
0,Rock,0,1413
0,Rock,0,1414
0,Rock,0,1415
0,Rock,0,1416
2009,Rock,1,1417
2009,Rock,1,1418
2009,Rock,1,1419
2009,Rock,1,1420
2009,Rock,1,1421
2003,Rock,1,1422
2009,Rock,1,1423
2003,Rock,1,1424
2009,Rock,1,1425
2009,Rock,1,1426
2009,Rock,1,1427
2002,Electronic,1,1428
2001,Null,1,1429
2001,Electronic,1,1430
1999,Electronic,1,1431
2009,Electronic,1,1432
2000,Electronic,1,1433
2009,Electronic,1,1434
2009,Electronic,1,1435
2000,Electronic,1,1436
2000,Electronic,1,1437
2009,Electronic,1,1438
2009,Electronic,1,1439
2009,Electronic,1,1441
2009,Electronic,1,1442
2009,Experimental,1,1443
2009,Experimental,1,1444
2006,Rock,10,1450
2006,Rock,10,1451
2004,Rock,1,1474
2004,Rock,1,1475
2008,Electronic,1,1476
2008,Electronic,1,1477
2008,Electronic,1,1478
2009,Electronic,1,1479
2007,Electronic,1,1480
2007,Electronic,1,1481
2009,Electronic,1,1482
2007,Electronic,1,1483
2009,Electronic,1,1484
2007,Electronic,1,1485
2009,Electronic,1,1486
2007,Electronic,1,1487
2009,Electronic,1,1488
2009,Electronic,1,1489
2009,Rock,1,1490
2009,Rock,1,1491
2009,Rock,1,1492
2009,Experimental,1,1494
2009,Experimental,1,1495
2009,Experimental,1,1496
2009,Experimental,1,1497
2009,Experimental,1,1498
2009,Experimental,1,1499
2009,Experimental,1,1500
2009,Experimental,1,1501
2009,Experimental,1,1502
2009,Experimental,1,1503
2009,Experimental,1,1504
2003,Experimental,1,1505
2003,Experimental,1,1506
2003,Experimental,1,1507
2003,Experimental,1,1508
2003,Experimental,1,1509
2003,Experimental,1,1510
2003,Experimental,1,1511
2003,Experimental,1,1512
